index,time,name,id,type,format,len,data
00000861,000.001.916,接收,232,DATA,STANDARD,6,020103230C00
00000862,000.001.638,接收,31F,DATA,STANDARD,8,000005020402FF80
00000863,000.000.239,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000864,000.003.792,接收,201,DATA,STANDARD,8,000000000B030000
00000865,000.037.814,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000866,000.000.248,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000867,000.000.268,接收,403,DATA,STANDARD,8,00009B000B030000
00000868,000.000.248,接收,404,DATA,STANDARD,8,0703050303030603
00000869,000.000.268,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000870,000.989.338,接收,406,DATA,STANDARD,8,D902000000001400
00000871,000.000.000,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000872,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00000873,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000874,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000875,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000876,000.002.158,接收,231,DATA,STANDARD,6,0201032B0E00
00000877,000.001.907,接收,232,DATA,STANDARD,6,020103230C00
00000878,000.001.641,接收,31F,DATA,STANDARD,8,000005020402FF80
00000879,000.000.236,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000880,000.002.497,接收,201,DATA,STANDARD,8,000000000B030000
00000881,000.038.985,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000882,000.000.234,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000883,000.000.261,接收,403,DATA,STANDARD,8,00009B000B030000
00000884,000.000.254,接收,404,DATA,STANDARD,8,0703050303030603
00000885,000.000.260,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000886,000.000.257,接收,406,DATA,STANDARD,8,D902000000001400
00000887,000.000.282,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000888,000.000.236,接收,408,DATA,STANDARD,8,0502000000009B01
00000889,000.000.279,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000890,000.000.252,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000891,000.000.264,接收,501,DATA,STANDARD,8,0000000000000000
00000892,000.002.156,接收,231,DATA,STANDARD,6,0201031F0E00
00000893,000.001.922,接收,232,DATA,STANDARD,6,020103230C00
00000894,000.001.640,接收,31F,DATA,STANDARD,8,000005020402FF80
00000895,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000896,000.005.036,接收,201,DATA,STANDARD,8,000000000A030000
00000897,000.036.416,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000898,000.000.266,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000899,000.000.237,接收,403,DATA,STANDARD,8,00009B000B030000
00000900,000.000.279,接收,404,DATA,STANDARD,8,0703050303030603
00000901,000.000.235,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000902,000.000.300,接收,406,DATA,STANDARD,8,D902000000001400
00000903,000.000.233,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000904,000.000.263,接收,408,DATA,STANDARD,8,0502000000009B01
00000905,000.000.257,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000906,000.000.258,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000907,000.000.283,接收,501,DATA,STANDARD,8,0000000000000000
00000908,000.002.155,接收,231,DATA,STANDARD,6,0201031F0E00
00000909,000.001.922,接收,232,DATA,STANDARD,6,020103230C00
00000910,000.001.642,接收,31F,DATA,STANDARD,8,000005020402FF80
00000911,000.000.232,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000912,000.003.844,接收,201,DATA,STANDARD,8,000000000A030000
00000913,000.037.594,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000914,000.000.253,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000915,000.000.263,接收,403,DATA,STANDARD,8,00009B000B030000
00000916,000.000.253,接收,404,DATA,STANDARD,8,0703050303030603
00000917,000.000.276,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000918,000.000.241,接收,406,DATA,STANDARD,8,D902000000001400
00000919,000.000.262,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000920,000.000.281,接收,408,DATA,STANDARD,8,0502000000009B01
00000921,000.000.234,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000922,000.140.402,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000923,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000924,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000925,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000926,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00000927,000.000.000,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000928,000.002.680,接收,201,DATA,STANDARD,8,000000000A030000
00000929,000.038.802,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000930,000.000.266,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000931,000.000.248,接收,403,DATA,STANDARD,8,00009C000A030000
00000932,000.000.267,接收,404,DATA,STANDARD,8,0703050303030603
00000933,000.000.248,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000934,000.000.268,接收,406,DATA,STANDARD,8,D902000000001400
00000935,000.000.256,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000936,000.000.272,接收,408,DATA,STANDARD,8,0502000000009B01
00000937,000.000.249,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000938,000.000.254,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000939,000.000.280,接收,501,DATA,STANDARD,8,0000000000000000
00000940,000.002.157,接收,231,DATA,STANDARD,6,0201031F0E00
00000941,000.001.891,接收,232,DATA,STANDARD,6,020103230C00
00000942,000.001.674,接收,31F,DATA,STANDARD,8,000005020402FF80
00000943,000.000.232,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000944,000.005.179,接收,201,DATA,STANDARD,8,000000000A030000
00000945,000.036.227,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000946,000.000.267,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000947,000.000.248,接收,403,DATA,STANDARD,8,00009C000A030000
00000948,000.000.267,接收,404,DATA,STANDARD,8,0703050303030603
00000949,000.000.247,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000950,000.000.269,接收,406,DATA,STANDARD,8,D902000000001400
00000951,000.000.255,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000952,000.000.260,接收,408,DATA,STANDARD,8,0502000000009B01
00000953,000.240.131,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000954,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000955,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000956,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000957,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000958,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00000959,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000960,000.004.031,接收,201,DATA,STANDARD,8,000000000A030000
00000961,000.037.406,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000962,000.000.260,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000963,000.000.274,接收,403,DATA,STANDARD,8,00009C000A030000
00000964,000.000.244,接收,404,DATA,STANDARD,8,0703050303030603
00000965,000.000.254,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000966,000.000.262,接收,406,DATA,STANDARD,8,D902000000001400
00000967,000.000.256,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000968,000.000.279,接收,408,DATA,STANDARD,8,0502000000009B01
00000969,000.000.249,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000970,000.000.267,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000971,000.000.261,接收,501,DATA,STANDARD,8,0000000000000000
00000972,000.002.148,接收,231,DATA,STANDARD,6,0201032B0E00
00000973,000.001.902,接收,232,DATA,STANDARD,6,020103230C00
00000974,000.001.664,接收,31F,DATA,STANDARD,8,000006020402FF80
00000975,000.000.240,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000976,000.002.846,接收,201,DATA,STANDARD,8,000000000A030000
00000977,000.038.610,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000978,000.000.237,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000979,000.000.279,接收,403,DATA,STANDARD,8,00009C000A030000
00000980,000.000.237,接收,404,DATA,STANDARD,8,0703050303030603
00000981,000.000.278,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000982,000.000.238,接收,406,DATA,STANDARD,8,D902000000001400
00000983,000.000.279,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000984,000.000.253,接收,408,DATA,STANDARD,8,0502000000009B01
00000985,000.000.274,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000986,000.000.248,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000987,000.000.258,接收,501,DATA,STANDARD,8,0000000000000000
00000988,000.002.154,接收,231,DATA,STANDARD,6,0201031F0E00
00000989,000.001.924,接收,232,DATA,STANDARD,6,020103230C00
00000990,000.001.638,接收,31F,DATA,STANDARD,8,000006020402FF80
00000991,000.000.237,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000992,000.005.401,接收,201,DATA,STANDARD,8,000000000A030000
00000993,000.036.053,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000994,000.000.262,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000995,000.000.252,接收,403,DATA,STANDARD,8,00009C000A030000
00000996,000.000.264,接收,404,DATA,STANDARD,8,0703050303030603
00000997,000.000.250,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000998,000.000.265,接收,406,DATA,STANDARD,8,D902000000001400
00000999,000.000.260,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001000,000.000.256,接收,408,DATA,STANDARD,8,0502000000009B01
00001001,000.000.281,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001002,000.390.388,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001003,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001004,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00001005,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00001006,000.000.000,接收,31F,DATA,STANDARD,8,000005020502FF80
00001007,000.000.000,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001008,000.004.219,接收,201,DATA,STANDARD,8,000000000A030000
00001009,000.037.222,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001010,000.000.279,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001011,000.000.235,接收,403,DATA,STANDARD,8,00009C000A030000
00001012,000.000.280,接收,404,DATA,STANDARD,8,0703050303030603
00001013,000.000.235,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001014,000.000.280,接收,406,DATA,STANDARD,8,D902000000001400
00001015,000.000.253,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001016,000.000.264,接收,408,DATA,STANDARD,8,0502000000009B01
00001017,000.000.255,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001018,000.000.260,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001019,000.000.281,接收,501,DATA,STANDARD,8,0000000000000000
00001020,000.002.127,接收,231,DATA,STANDARD,6,0201031F0E00
00001021,000.001.905,接收,232,DATA,STANDARD,6,020103230C00
00001022,000.001.667,接收,31F,DATA,STANDARD,8,000005020402FF80
00001023,000.000.255,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001024,000.002.999,接收,201,DATA,STANDARD,8,000000000A030000
00001025,000.038.437,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001026,000.000.248,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001027,000.000.269,接收,403,DATA,STANDARD,8,00009C000A030000
00001028,000.000.249,接收,404,DATA,STANDARD,8,0703050303030603
00001029,000.000.267,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001030,000.000.257,接收,406,DATA,STANDARD,8,D902000000001400
00001031,000.000.258,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001032,000.000.258,接收,408,DATA,STANDARD,8,0502000000009B01
00001033,000.000.257,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001034,000.000.281,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001035,000.000.250,接收,501,DATA,STANDARD,8,0000000000000000
00001036,000.002.142,接收,231,DATA,STANDARD,6,0201031F0E00
00001037,000.001.922,接收,232,DATA,STANDARD,6,020103230C00
00001038,000.001.640,接收,31F,DATA,STANDARD,8,000005020402FF80
00001039,000.000.247,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001040,000.005.580,接收,201,DATA,STANDARD,8,000000000A030000
00001041,000.035.722,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001042,000.000.277,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001043,000.000.237,接收,403,DATA,STANDARD,8,00009C000A030000
00001044,000.000.265,接收,404,DATA,STANDARD,8,0703050303030603
00001045,000.000.249,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001046,000.000.267,接收,406,DATA,STANDARD,8,D902000000001400
00001047,000.000.257,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001048,000.000.259,接收,408,DATA,STANDARD,8,0502000000009B01
00001049,000.000.261,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001050,000.000.254,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001051,000.000.280,接收,501,DATA,STANDARD,8,0000000000000000
00001052,000.002.157,接收,231,DATA,STANDARD,6,0201032B0E00
00001053,000.001.903,接收,232,DATA,STANDARD,6,020103230C00
00001054,000.001.660,接收,31F,DATA,STANDARD,8,000005020502FF80
00001055,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001056,000.004.546,接收,201,DATA,STANDARD,8,000000000A030000
00001057,000.037.034,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001058,000.000.280,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001059,000.000.234,接收,403,DATA,STANDARD,8,00009C000A030000
00001060,000.000.299,接收,404,DATA,STANDARD,8,0703050303030603
00001061,000.000.216,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001062,000.589.374,接收,406,DATA,STANDARD,8,D902000000001400
00001063,000.000.000,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001064,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00001065,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001066,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001067,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001068,000.002.155,接收,231,DATA,STANDARD,6,0201031F0E00
00001069,000.001.901,接收,232,DATA,STANDARD,6,020103230C00
00001070,000.001.663,接收,31F,DATA,STANDARD,8,000005020502FF80
00001071,000.000.233,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001072,000.003.188,接收,201,DATA,STANDARD,8,000000000A030000
00001073,000.038.249,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001074,000.000.250,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001075,000.000.280,接收,403,DATA,STANDARD,8,00009C000A030000
00001076,000.000.238,接收,404,DATA,STANDARD,8,0703050303030603
00001077,000.000.264,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001078,000.000.253,接收,406,DATA,STANDARD,8,D902000000001400
00001079,000.000.262,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001080,000.000.262,接收,408,DATA,STANDARD,8,0502000000009B01
00001081,000.000.255,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001082,000.000.281,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001083,000.000.253,接收,501,DATA,STANDARD,8,0000000000000000
00001084,000.002.139,接收,231,DATA,STANDARD,6,0201031F0E00
00001085,000.001.920,接收,232,DATA,STANDARD,6,020103230C00
00001086,000.001.655,接收,31F,DATA,STANDARD,8,000005020502FF80
00001087,000.000.239,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001088,000.005.747,接收,201,DATA,STANDARD,8,000000000A030000
00001089,000.035.735,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001090,000.000.280,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001091,000.000.234,接收,403,DATA,STANDARD,8,00009C000A030000
00001092,000.000.267,接收,404,DATA,STANDARD,8,0703050303030603
00001093,000.000.248,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001094,000.000.269,接收,406,DATA,STANDARD,8,D902000000001400
00001095,000.689.659,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001096,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00001097,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001098,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001099,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001100,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00001101,000.001.921,接收,232,DATA,STANDARD,6,020103230C00
00001102,000.001.641,接收,31F,DATA,STANDARD,8,000005020402FF80
00001103,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001104,000.004.546,接收,201,DATA,STANDARD,8,000000000A030000
00001105,000.036.858,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001106,000.000.268,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001107,000.000.246,接收,403,DATA,STANDARD,8,00009C000A030000
00001108,000.000.270,接收,404,DATA,STANDARD,8,0703050303030603
00001109,000.000.236,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001110,000.000.279,接收,406,DATA,STANDARD,8,D902000000001400
00001111,000.000.253,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001112,000.000.275,接收,408,DATA,STANDARD,8,0502000000009B01
00001113,000.000.245,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001114,000.000.259,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001115,000.000.281,接收,501,DATA,STANDARD,8,0000000000000000
00001116,000.002.135,接收,231,DATA,STANDARD,6,0201031F0E00
00001117,000.001.924,接收,232,DATA,STANDARD,6,020103230C00
00001118,000.001.658,接收,31F,DATA,STANDARD,8,000005020402FF80
00001119,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001120,000.003.375,接收,201,DATA,STANDARD,8,000000000A030000
00001121,000.038.063,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001122,000.000.250,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001123,000.000.266,接收,403,DATA,STANDARD,8,00009C000A030000
00001124,000.000.252,接收,404,DATA,STANDARD,8,0703050303030603
00001125,000.000.263,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001126,000.000.253,接收,406,DATA,STANDARD,8,D902000000001400
00001127,000.000.264,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001128,000.000.260,接收,408,DATA,STANDARD,8,0502000000009B01
00001129,000.790.137,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001130,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001131,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001132,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00001133,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00001134,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00001135,000.000.248,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001136,000.002.214,接收,201,DATA,STANDARD,8,000000000A030000
00001137,000.039.254,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001138,000.000.235,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001139,000.000.294,接收,403,DATA,STANDARD,8,00009C000A030000
00001140,000.000.222,接收,404,DATA,STANDARD,8,0703050303030603
00001141,000.000.282,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001142,000.000.234,接收,406,DATA,STANDARD,8,D902000000001400
00001143,000.000.296,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001144,000.839.889,接收,408,DATA,STANDARD,8,0502000000009B01
00001145,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001146,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001147,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001148,000.000.000,接收,231,DATA,STANDARD,6,0201032B0E00
00001149,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00001150,000.001.640,接收,31F,DATA,STANDARD,8,000005020402FF80
00001151,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001152,000.004.759,接收,201,DATA,STANDARD,8,000000000A030000
00001153,000.036.693,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001154,000.000.267,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001155,000.000.247,接收,403,DATA,STANDARD,8,00009C000A030000
00001156,000.000.268,接收,404,DATA,STANDARD,8,0703050303030603
00001157,000.000.238,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001158,000.000.279,接收,406,DATA,STANDARD,8,D902000000001400
00001159,000.889.625,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001160,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00001161,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001162,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001163,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001164,000.000.000,接收,231,DATA,STANDARD,6,0201032B0E00
00001165,000.001.901,接收,232,DATA,STANDARD,6,020103230C00
00001166,000.001.663,接收,31F,DATA,STANDARD,8,000005020402FF80
00001167,000.000.233,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001168,000.003.564,接收,201,DATA,STANDARD,8,000000000A030000
00001169,000.037.873,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001170,000.000.257,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001171,000.000.260,接收,403,DATA,STANDARD,8,00009C000A030000
00001172,000.000.258,接收,404,DATA,STANDARD,8,0703050303030603
00001173,000.000.257,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001174,000.939.364,接收,406,DATA,STANDARD,8,D902000000001400
00001175,000.000.000,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001176,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00001177,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001178,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001179,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001180,000.002.180,接收,231,DATA,STANDARD,6,0201031F0E00
00001181,000.001.874,接收,232,DATA,STANDARD,6,020103230C00
00001182,000.001.658,接收,31F,DATA,STANDARD,8,000005020402FF80
00001183,000.000.240,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001184,000.002.386,接收,201,DATA,STANDARD,8,000000000A030000
00001185,000.039.075,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001186,000.000.236,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001187,000.000.280,接收,403,DATA,STANDARD,8,00009C000A030000
00001188,000.000.238,接收,404,DATA,STANDARD,8,0703050303030603
00001189,000.000.279,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001190,000.000.246,接收,406,DATA,STANDARD,8,D902000000001400
00001191,000.000.287,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001192,000.000.237,接收,408,DATA,STANDARD,8,0502000000009B01
00001193,000.990.152,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001194,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001195,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001196,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00001197,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00001198,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00001199,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001200,000.004.934,接收,201,DATA,STANDARD,8,000000000A030000
00001201,000.036.524,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001202,000.000.281,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001203,000.000.233,接收,403,DATA,STANDARD,8,00009C000A030000
00001204,000.000.261,接收,404,DATA,STANDARD,8,0703050303030603
00001205,000.000.253,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001206,000.000.263,接收,406,DATA,STANDARD,8,D902000000001400
00001207,000.000.261,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001208,000.000.254,接收,408,DATA,STANDARD,8,0502000000009B01
00001209,000.000.295,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001210,000.000.224,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001211,000.000.278,接收,501,DATA,STANDARD,8,0000000000000000
00001212,000.002.131,接收,231,DATA,STANDARD,6,0201032B0E00
00001213,000.001.925,接收,232,DATA,STANDARD,6,020103230C00
00001214,000.001.664,接收,31F,DATA,STANDARD,8,000005020502FF80
00001215,000.000.233,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001216,000.003.750,接收,201,DATA,STANDARD,8,000000000A030000
00001217,000.037.688,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001218,000.000.259,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001219,000.000.257,接收,403,DATA,STANDARD,8,00009C000A030000
00001220,000.000.261,接收,404,DATA,STANDARD,8,0703050303030603
00001221,000.000.253,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001222,000.000.263,接收,406,DATA,STANDARD,8,D902000000001400
00001223,000.000.256,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001224,000.000.280,接收,408,DATA,STANDARD,8,0502000000009B01
00001225,000.000.249,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001226,000.090.418,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001227,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00001228,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00001229,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00001230,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00001231,000.000.000,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001232,000.002.572,接收,201,DATA,STANDARD,8,000000000A030000
00001233,000.038.886,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00001234,000.000.251,接收,402,DATA,STANDARD,8,02320354FFFF0920
00001235,000.000.265,接收,403,DATA,STANDARD,8,00009C000A030000
00001236,000.000.253,接收,404,DATA,STANDARD,8,0703050303030603
00001237,000.000.264,接收,405,DATA,STANDARD,8,000000000B02CF0B
00001238,000.000.253,接收,406,DATA,STANDARD,8,D902000000001400
00001239,000.000.280,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00001240,000.000.263,接收,408,DATA,STANDARD,8,0502000000009B01
00001241,000.000.235,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00001242,000.000.280,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00001243,000.000.255,接收,501,DATA,STANDARD,8,0000000000000000
00001244,000.002.139,接收,231,DATA,STANDARD,6,0201031F0E00
00001245,000.001.931,接收,232,DATA,STANDARD,6,020103230C00
00001246,000.001.642,接收,31F,DATA,STANDARD,8,000005020402FF80
00001247,000.000.239,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00001248,000.005.106,接收,201,DATA,STANDARD,8,000000000A030000
00001249,000.036.219,接收,401,DATA,STANDARD,8,1A00AC0D00000002
